file,child_index,child_name,index,JP,EN,FR,DE,IT,ES
MES_SYSTEM.BIN,0,string_pack,114,@[pad:Start]Shadows of the Worldメニュー @[pad:Select]技表,@[pad:Start]Shadows of the World Menu  @[pad:Select]Move List,@[pad:Start]Menu Contrées ténébreuses @[pad:Select]Techniques,@[pad:Start]Schatten der Welt-Menü @[pad:Select]Techniken,@[pad:Start]Menu Ombre del mondo @[pad:Select]Tecniche,@[pad:Start]Menú Sombras del mundo @[pad:Select]Técnicas
MES_SYSTEM.BIN,0,string_pack,115,@[pad:Decide]ミュート切替 @[pad:Cancel]戻る,@[pad:Decide]Mute on/off  @[pad:Cancel]Back,@[pad:Decide]Muet OUI/NON  @[pad:Cancel]Retour,@[pad:Decide]Stumm AN/AUS  @[pad:Cancel]Zurück,@[pad:Decide]Attiva/disattiva audio  @[pad:Cancel]Indietro,@[pad:Decide]Silenciar: SÍ/NO  @[pad:Cancel]Atrás
MES_SYSTEM.BIN,0,string_pack,116,@[pad:Decide]決定 @[pad:Cancel]戻る,@[pad:Decide]OK  @[pad:Cancel]Back,@[pad:Decide]OK @[pad:Cancel]Retour,@[pad:Decide]OK @[pad:Cancel]Zurück,@[pad:Decide]OK @[pad:Cancel]Indietro,@[pad:Decide]Aceptar @[pad:Cancel]Atrás
MES_SYSTEM.BIN,0,string_pack,117,@[pad:Rl]DOWNLOAD @[pad:Decide]NINJA RECORDS @[pad:Cancel]戻る,@[pad:Rl]Download  @[pad:Decide]Fight Record  @[pad:Cancel]Back,@[pad:Rl]TÉLÉCHARGEMENT @[pad:Decide]RECORDS DE NINJA　@[pad:Cancel]RETOUR,@[pad:Rl]DOWNLOAD  @[pad:Decide]NINJA-AUFZEICHNUNGEN　@[pad:Cancel]Zurück,@[pad:Rl]SCARICA  @[pad:Decide]RECORD NINJA  @[pad:Cancel]INDIETRO,@[pad:Rl]DESCARGAR  @[pad:Decide]RÉCORDS NINJA  @[pad:Cancel]ATRÁS
MES_SYSTEM.BIN,0,string_pack,118,@[pad:Ru]UPLOAD @[pad:Rl]DOWNLOAD @[pad:Decide]NINJA RECORDS @[pad:Cancel]戻る,@[pad:Ru]Upload  @[pad:Rl]Download  @[pad:Decide]Fight Record  @[pad:Cancel]Back,@[pad:Ru]TRANSFERT @[pad:Rl]TÉLÉCHARGEMENT @[pad:Decide]RECORDS DE NINJA @[pad:Cancel]RETOUR,@[pad:Ru]UPLOAD  @[pad:Rl]DOWNLOAD  @[pad:Decide]NINJA-AUFZEICHNUNGEN  @[pad:Cancel]Zurück,@[pad:Ru]INVIA  @[pad:Rl]SCARICA  @[pad:Decide]RECORD NINJA  @[pad:Cancel]INDIETRO,@[pad:Ru]SUBIR  @[pad:Rl]DESCARGAR  @[pad:Decide]RÉCORDS NINJA  @[pad:Cancel]ATRÁS
MES_SYSTEM.BIN,0,string_pack,119,@[pad:Decide]決定 @[pad:Cancel]戻る,@[pad:Decide]OK  @[pad:Cancel]Back,,,,
MES_SYSTEM.BIN,0,string_pack,120,@[pad:Rl]ランキング @[pad:L1]@[pad:R1]切替 @[pad:Cancel]戻る,@[pad:Rl]Leaderboards  @[pad:L1]@[pad:R1]Change  @[pad:Cancel]Back,,,,
MES_SYSTEM.BIN,0,string_pack,121,@[pad:Ru]試聴 @[pad:Decide]決定 @[pad:Cancel]戻る,@[pad:Ru]Sample  @[pad:Decide]OK  @[pad:Cancel]Back,,,,
MES_SYSTEM.BIN,0,string_pack,122,@[pad:Select]技表 @[pad:Start]ロビーへ,@[pad:Select]Move List  @[pad:Start]Lobby,,,,
MES_SYSTEM.BIN,0,string_pack,123,@[pad:Ru]ミュート @[pad:Select]ステータス @[pad:Decide]決定 @[pad:Cancel]戻る,@[pad:Ru]Mute  @[pad:Select]Status  @[pad:Decide]OK  @[pad:Cancel]Back,,,,
MES_SYSTEM.BIN,0,string_pack,124,はい,Yes,Oui,Ja,Sì,Sí
MES_SYSTEM.BIN,0,string_pack,125,いいえ,No,Non,Nein,No,No
MES_SYSTEM.BIN,0,string_pack,126,OK,OK,OK,OK,OK,Aceptar
MES_SYSTEM.BIN,0,string_pack,127,ネットワークから切断されました,Disconnected from network.,Déconnecté du réseau.,Vom Netzwerk getrennt.,Scollegato dalla rete.,Te has desconectado de la red.
MES_SYSTEM.BIN,0,string_pack,128,ロビーが解散しました,The lobby has disbanded.,Le salon a été supprimé.,Die Lobby wurde aufgelöst.,La lobby è stata sciolta.,La sala se ha desbandado.
MES_SYSTEM.BIN,0,string_pack,129,ロビーが見つかりませんでした,Unable to find a lobby.,Aucun salon trouvé.,Es konnte keine Lobby gefunden werden.,Impossibile trovare una lobby.,No es posible encontrar una sala.
MES_SYSTEM.BIN,0,string_pack,130,ロビーに参加できませんでした,Unable to join a lobby.,Impossible de rejoindre un salon.,Betreten einer Lobby nicht möglich.,Impossibile unirsi a una lobby.,No es posible unirse a la sala.
MES_SYSTEM.BIN,0,string_pack,131,セーブに失敗しました,Save failed.,Échec de la sauvegarde.,Speichern fehlgeschlagen.,Salvataggio fallito.,Error al guardar.
MES_SYSTEM.BIN,0,string_pack,132,ロードに失敗しました,Load failed.,Échec du chargement.,Laden fehlgeschlagen.,Caricamento fallito.,Error al cargar.
MES_SYSTEM.BIN,0,string_pack,133,セーブデータを削除しますか？,Are you sure you want to delete the save data?,Voulez-vous vraiment effacer ces données ?,Wollen Sie diese Speicherdaten löschen?,Sei sicuro di voler eliminare i dati salvataggio?,¿Seguro que quieres eliminar estos datos?
MES_SYSTEM.BIN,0,string_pack,134,リプレイデータがいっぱいです,Fight replays are full.,Le cinéma ninja est complet.,Das Ninja Cinema ist voll.,Il Cinema Ninja è al completo.,El Cine Ninja está completo.
MES_SYSTEM.BIN,0,string_pack,135,ゲームデータが破損しています,The game data is damaged.,Données du jeu corrompues.,Die Spieldaten sind beschädigt.,I dati del gioco sono danneggiati.,Los datos del juego están dañados.
MES_SYSTEM.BIN,0,string_pack,136,ダウンロードコンテンツを読み込めませんでした,Unable to read the downloadable content.,Lecture du contenu téléchargeable impossible.,Inhalte zum Herunterladen konnten nicht gelesen werden.,Impossibile leggere il contenuto scaricabile.,No es posible leer el contenido descargable.
MES_SYSTEM.BIN,0,string_pack,137,"パートナーが離脱しました。
メニューに戻ります。",Your partner quit. You will be returned to the game menu.,Votre partenaire a quitté la partie.,Ihr Partner hat das Spiel verlassen.,Il tuo partner è uscito.,Tu compañero ha abandonado la partida.
MES_SYSTEM.BIN,0,string_pack,138,"リプレイデータを保存しました。
リプレイはメインメニューの『NINJA CINEMA』で観賞できます。",Saved fight replay. Select Fight Replay on the main menu to watch it.,Cinématique ninja sauvegardée.,Ninja Cinema-Clip gespeichert.,Filmato Cinema Ninja salvato.,Se ha guardado el vídeo de Cine Ninja.
MES_SYSTEM.BIN,0,string_pack,139,リプレイデータの保存に失敗しました,Unable to save the Ninja Cinema Clip.,Sauvegarde de la cinématique ninja impossible.,Ninja Cinema-Clip konnte nicht gespeichert werden.,Impossibile salvare il Filmato Cinema Ninja,No se ha podido guardar el vídeo de Cine Ninja.
MES_SYSTEM.BIN,0,string_pack,140,"ネットワークに接続されていません
オンライン機能を利用する場合は、
サインインして入りなおす必要があります",You are not currently connected to a network. You must sign in to use online functionality.,Vous n'êtes connecté à aucun réseau. Vous devez vous inscrire pour utiliser le mode en ligne.,"Sie sind zurzeit nicht mit einem Netzwerk verbunden. Sie müssen sich anmelden, um Online-Funktionen zu nutzen.",Al momento non sei connesso a una rete. Devi connetterti per usare le funzionalità online.,No estás conectado a ninguna red. Debes iniciar sesión para usar los servicios online.
MES_SYSTEM.BIN,0,string_pack,141,"あなたのPlayStation®Network のアカウントはチャット制限が設定されているため、
チャット機能を利用できません。",Chat is disabled on your PlayStation®Network account due to chat restrictions.,Chat désactivé sur votre compte PlayStation®Network du fait de vos restrictions de chat.,"«Chat» ist in ihrem PlayStation®Network Account nicht zugelassen, aufgrund von «Chat»-Einschränkungen.",I permessi per la chat non sono attivi sul tuo account PlayStation®Network.,El chat está deshabilitado en tu cuenta de PlayStation®Network debido a restricciones del chat.
MES_SYSTEM.BIN,0,string_pack,142,戻る場合は@[pad:Cancel]を押してください。,Press @[pad:Cancel] to return.,Appuyez sur @[pad:Cancel] pour retourner.,"Drücken Sie @[pad:Cancel], um zurückzugehen.",Premi @[pad:Cancel] per tornare.,Pulsa @[pad:Cancel] para volver.
MES_SYSTEM.BIN,0,string_pack,143,"あなたのPlayStation®Network のアカウントはパレンタルロックが設定されているため、
オンラインサービスを利用できません。",You cannot use this online service due to the Parental Control settings on your PlayStation®Network account.,Les paramètres de contrôle parental de votre compte PlayStation®Network ne vous permettent pas d'utiliser ce service en ligne.,"Aufgrund der Sicherheitseinstellungen auf Ihrem PlayStation®Network Account, können Sie nicht auf diesen Online-Service zugreifen.",Questo servizio non può essere usato perché le impostazioni del filtro contenuti sul tuo account PlayStation®Network non lo consentono.,No puedes usar los servicios online debido a la configuración parental de tu cuenta de PlayStation®Network.
MES_SYSTEM.BIN,0,string_pack,144,検索中,SEARCHING...,RECHERCHE,SUCHT ...,RICERCA IN CORSO,BUSCANDO
MES_SYSTEM.BIN,0,string_pack,145,マッチング中,MATCHING...,RÉSULTATS,SUCHT SPIELER ...,ABBINAMENTO IN CORSO,ANALIZANDO COINCIDENCIAS
MES_SYSTEM.BIN,0,string_pack,146,NOW SAVING,SAVING...,SAUVEGARDE EN COURS...,SPEICHERT ...,SALVATAGGIO IN CORSO...,GUARDANDO
MES_SYSTEM.BIN,0,string_pack,147,NOW LOADING,LOADING...,CHARGEMENT EN COURS...,LÄDT ...,CARICAMENTO IN CORSO...,CARGANDO
MES_SYSTEM.BIN,0,string_pack,148,@[pad:Cancel]キャンセル,@[pad:Cancel]Cancel,@[pad:Cancel]ANNULER,@[pad:Cancel]ABBRECHEN,@[pad:Cancel]ANNULLA,@[pad:Cancel]CANCELAR
MES_SYSTEM.BIN,0,string_pack,149,@[pad:L]スタイル変更 @[pad:Decide]決定 @[pad:Cancel]戻る,@[pad:L]Change play style  @[pad:Decide]OK  @[pad:Cancel]Back,,,,
MES_SYSTEM.BIN,0,string_pack,150,ランキング登録、協力プレイには、サインインする必要があります。,You must sign in to register on the leaderboards and play co-op.,,,,
